1
576.1815,237.3161,579.3548,249.3905,540.5628,259.5857,537.3895,247.5113
579.2766,239.2954,583.3224,250.2603,545.4439,264.2372,541.3979,253.2723
578.9227,241.3547,584.1821,252.4183,542.9244,272.0314,537.6650,260.9679
586.3370,242.3520,591.5179,252.9561,541.1484,277.5656,535.9675,266.9614
584.0840,247.1580,591.0819,260.0001,549.3451,282.7433,542.3472,269.9012
589.6575,265.1286,591.5374,279.2541,531.2100,287.2830,529.3300,273.1575
594.9711,265.3955,597.0664,277.6129,530.7867,288.9800,528.6914,276.7625
587.9158,270.8020,590.0101,282.9933,545.7368,290.5988,543.6425,278.4075
593.8237,276.1617,595.1048,289.4255,547.6019,294.0138,546.3207,280.7500
600.4351,276.2816,602.4017,285.1895,539.4716,299.0823,537.5051,290.1743
535.6404,289.8629,612.7729,273.4249,616.0850,288.9665,538.9526,305.4045
591.0965,279.5081,594.1105,297.2276,538.8136,306.6333,535.7996,288.9138
596.5771,281.0191,597.4500,303.6064,540.0137,305.8260,539.1408,283.2387
599.7365,286.1689,604.2224,302.2718,539.8104,320.2154,535.3245,304.1124
615.4134,282.8853,620.3964,293.9447,555.0153,323.4027,550.0323,312.3433
609.5145,303.4155,610.7393,316.0255,556.6968,321.2746,555.4720,308.6646
591.5743,305.1335,593.5873,318.7354,550.7415,325.0765,548.7285,311.4747
597.0815,301.8468,601.7761,314.8038,566.6071,327.5463,561.9125,314.5893
604.8661,309.8812,602.7690,329.9150,544.2088,323.7853,546.3058,303.7515
600.0701,315.8999,596.3405,336.3967,539.9744,326.1402,543.7040,305.6434
606.6460,325.8481,607.8387,336.6994,530.5231,345.1978,529.3304,334.3465
619.0711,331.3710,619.6725,342.8709,549.2791,346.5521,548.6777,335.0522
608.4753,333.2265,608.4592,347.4453,543.7979,347.3724,543.8138,333.1537
618.7572,327.9911,619.4997,348.1650,546.5908,350.8486,545.8482,330.6747
618.7572,327.9911,619.4997,348.1650,546.5908,350.8486,545.8482,330.6747
603.6994,318.5873,612.4325,344.3313,568.7031,359.1656,559.9699,333.4216
602.4288,353.9108,603.3087,365.2047,555.4069,368.9365,554.5270,357.6425
604.7040,347.1187,606.9675,364.4743,557.1161,370.9756,554.8528,353.6200
594.7847,353.3651,581.8761,380.1600,537.8795,358.9644,550.7881,332.1695
551.2447,342.2342,598.0677,334.8205,606.8073,390.0183,559.9844,397.4320
603.9710,368.5681,599.7057,398.9473,557.7346,393.0545,561.9998,362.6754
622.1786,387.0881,591.2000,410.8831,561.6942,372.4695,592.6729,348.6745
622.4708,376.8015,588.4373,404.9349,549.8840,358.2964,583.9175,330.1629
557.4882,337.2822,601.9578,344.8987,590.9319,409.2738,546.4623,401.6573
618.8511,354.1804,627.8734,391.6244,557.3906,408.6075,548.3683,371.1635
561.6709,355.6533,600.5260,356.5099,599.2830,412.8972,560.4278,412.0406
605.7876,342.3680,613.4804,376.3253,557.2084,389.0734,549.5156,355.1161
607.6034,371.4049,563.7862,384.3984,552.0921,344.9629,595.9093,331.9695
607.0248,353.5029,605.6280,393.4655,546.8878,391.4122,548.2847,351.4496
609.3950,352.1957,613.0696,367.9392,548.1276,383.0969,544.4530,367.3534
609.3950,352.1957,613.0696,367.9392,548.1276,383.0969,544.4530,367.3534
603.4045,366.1945,572.1554,383.3552,547.5737,338.5930,578.8228,321.4323
591.8882,341.2144,583.0344,371.5287,554.5300,363.2035,563.3838,332.8892
589.0370,345.3161,582.8466,364.4982,529.9892,347.4402,536.1796,328.2581
590.5053,340.9928,582.8107,361.5115,527.6917,340.8416,535.3864,320.3228
592.0921,291.9819,608.5112,330.0390,557.2169,352.1691,540.7977,314.1120
596.3099,296.8666,600.8755,339.7545,547.6191,345.4239,543.0535,302.5360
588.6075,323.5075,560.1277,343.5369,533.2311,305.2926,561.7109,285.2632
579.4207,282.8585,601.0615,310.4590,560.4067,342.3352,538.7659,314.7347
612.5996,315.9922,609.0753,338.6968,518.7018,324.6686,522.2262,301.9640
578.1270,314.8998,580.0776,329.9406,525.0850,337.0724,523.1343,322.0317
582.6624,314.4005,581.7329,332.3973,527.2924,329.5857,528.2219,311.5888
593.5579,312.8560,590.1281,333.5002,526.5106,322.9310,529.9402,302.2869
527.8567,325.7689,530.7542,293.4139,579.4966,297.7789,576.5991,330.1339
579.3809,282.9110,593.3258,302.3288,548.3774,334.6087,534.4325,315.1910
507.1591,330.9884,507.3990,318.7563,605.7082,320.6840,605.4684,332.9160
588.1799,326.6917,585.3510,351.6045,521.3508,344.3373,524.1797,319.4245
583.0863,323.0352,581.8812,343.8441,537.0968,341.2503,538.3020,320.4414
587.4705,315.1341,590.3543,344.2102,524.0779,350.7836,521.1941,321.7075
567.4277,293.6542,583.4525,305.5162,552.7192,347.0352,536.6943,335.1732
591.0806,308.5993,597.7070,334.8460,517.3002,355.1459,510.6738,328.8992
602.5223,325.3087,606.7469,341.8991,519.8657,364.0222,515.6412,347.4318
582.0067,338.2141,584.9401,360.4170,542.7546,365.9905,539.8212,343.7876
585.5475,338.5560,586.6699,358.9001,541.3196,361.4019,540.1973,341.0579
573.8278,358.5050,554.0250,369.4044,529.5012,324.8481,549.3040,313.9487
521.7788,336.1476,594.6818,344.9699,590.9081,376.1538,518.0051,367.3316
597.1343,361.8038,597.8210,374.2537,526.2346,378.2024,525.5478,365.7525
551.0916,357.5954,584.2272,364.0054,573.2500,420.7503,540.1143,414.3402
596.7003,379.0154,548.6105,392.7986,535.3152,346.4111,583.4050,332.6279
540.2035,340.3929,587.7308,341.7579,586.1115,398.1383,538.5842,396.7733
540.2035,340.3929,587.7308,341.7579,586.1115,398.1383,538.5842,396.7733
587.8359,362.5560,595.3118,402.9958,525.0237,415.9898,517.5477,375.5500
601.3912,414.1594,553.3795,430.7245,527.1096,354.5846,575.1213,338.0195
576.4965,422.5166,554.9946,424.1329,549.7013,353.7144,571.2031,352.0981
579.4114,345.0743,591.6962,361.5117,558.8214,386.0812,546.5366,369.6438
594.5009,364.5296,590.6627,384.6194,527.0451,372.4652,530.8833,352.3755
595.8853,358.9890,594.4708,376.0816,531.6439,370.8823,533.0584,353.7896
584.3910,350.0804,585.2177,366.3432,544.3408,368.4210,543.5141,352.1581
580.7722,346.8735,580.4399,364.8991,528.4591,363.9408,528.7914,345.9152
581.7749,335.9601,581.6606,362.6552,532.6533,362.4454,532.7675,335.7504
599.6216,326.0595,608.2843,351.7970,558.3691,368.5973,549.7064,342.8597
622.6032,343.8930,623.4655,358.5656,537.1561,363.6379,536.2938,348.9653
604.5775,349.6716,605.0856,368.4147,543.0251,370.0970,542.5170,351.3539
600.5815,343.1174,605.1724,362.3692,556.2728,374.0301,551.6818,354.7783
614.7115,343.6403,615.9059,359.3450,551.9656,364.2080,550.7712,348.5034
593.8406,318.8077,620.1061,340.4303,591.6677,374.9752,565.4022,353.3525
619.3937,347.6129,576.4446,373.3196,557.7125,342.0233,600.6617,316.3166
622.5861,333.7865,628.5058,359.9373,548.4683,378.0550,542.5486,351.9042
622.5861,333.7865,628.5058,359.9373,548.4683,378.0550,542.5486,351.9042
596.6200,350.2861,602.8321,368.4732,554.3333,385.0388,548.1211,366.8517
610.0973,358.4282,606.3099,384.5615,558.8680,377.6860,562.6554,351.5528
592.8622,337.7106,619.3588,348.0434,603.1656,389.5680,576.6689,379.2352
626.1880,389.0008,571.2388,392.9881,568.4185,354.1215,623.3678,350.1342
640.1775,354.1381,647.1699,379.9257,565.7355,402.0069,558.7431,376.2193
642.6533,373.6738,645.3833,389.1854,570.7338,402.3236,568.0037,386.8120
624.1234,375.8117,635.4974,412.5278,599.2291,423.7631,587.8550,387.0470
624.4945,354.8318,653.6172,380.5950,603.7214,436.9972,574.5987,411.2339
655.9050,384.3238,661.3204,409.0022,586.7815,425.3592,581.3660,400.6808
647.1561,418.3047,632.2979,440.9484,590.6333,413.6094,605.4915,390.9656
603.0598,388.1491,645.6880,397.3351,633.9084,451.9995,591.2802,442.8136
603.0598,388.1491,645.6880,397.3351,633.9084,451.9995,591.2802,442.8136
647.1282,409.6447,624.4059,443.2580,575.7550,410.3704,598.4774,376.7570
645.1155,436.8297,612.6035,448.9949,596.1215,404.9463,628.6336,392.7810
660.0585,375.2291,667.9589,395.5270,602.1144,421.1552,594.2140,400.8572
648.7153,361.4990,662.0964,395.3234,602.4340,418.9261,589.0529,385.1017
637.9320,349.8057,653.5825,359.6753,621.9996,409.7568,606.3492,399.8871
640.6875,377.5995,642.6426,400.6365,601.0759,404.1643,599.1208,381.1273
665.1008,372.3864,667.5593,388.0066,594.1916,399.5539,591.7332,383.9337
